tid,time,tweet
334572329596223488,Wed May 15 07:33:54 +0000 2013,"Acabou de ser preso Marcos Valério. E a apresentadora Renata ainda diz, não sabemos o motivo...Oras....Quem não os conhece??"
334004700569550849,Mon May 13 17:58:20 +0000 2013,fbfollow me &lt;3 fb
331839974221697025,Tue May 07 18:36:29 +0000 2013,
329058221522309120,Tue Apr 30 02:22:48 +0000 2013,p
328528841377189888,Sun Apr 28 15:19:14 +0000 2013,xfactorxfactor Janet singing great !
309492366941773824,Thu Mar 07 02:35:05 +0000 2013,SelectiveTweetsfb#SelectiveTweets not working ! #fb
308768433540038656,Tue Mar 05 02:38:25 +0000 2013,thanksforthesupportits cool&gt;&gt;&gt; watch&gt;&gt;&gt;wait and see&gt;&gt;&gt; #thanksforthesupport
278236243303751680,Mon Dec 10 20:34:24 +0000 2012,HELP ME GET MORE FOLLOWERS!!!
276457743592853505,Wed Dec 05 22:47:17 +0000 2012,"Right now, my body is sleeping, but my mind never sleeps! lol Please contact me after 5:45 a.m.  Thanks."
276457586105135104,Wed Dec 05 22:46:39 +0000 2012,Buen dia
273799522809946112,Wed Nov 28 14:44:27 +0000 2012,villa house flat happyhomegroup: apartment Condo New Calgary Real Estate Resource Goes Online: Cal...  buy sell rent
273799408280301569,Wed Nov 28 14:44:00 +0000 2012,"I said I love you, you said it too. The only difference, I didn't lie to you."
266864426760679424,Fri Nov 09 11:26:52 +0000 2012,"""Are you crying?!"" ""Noo, no. I'm just peeing from my eyes."" xD"
266255160257429505,Wed Nov 07 19:05:51 +0000 2012,WorldsShortestBooks#WorldsShortestBooks Dr. Seuss
262795079712911363,Mon Oct 29 05:56:44 +0000 2012,"Get away with a quick, indulgent treat today. You deserve it!"
262511669337530368,Sun Oct 28 11:10:33 +0000 2012,"Though the lion and the antelope happen to live in the same forest, the antelope still has time to grow up.  - Cape Coast, Ghana"
262511577427750913,Sun Oct 28 11:10:11 +0000 2012,Would anyone be interested in Terraria server hosting?
261547766696800256,Thu Oct 25 19:20:21 +0000 2012,daddysays#daddysays he bring home the bacon!
260734873000632320,Tue Oct 23 13:30:12 +0000 2012,Boa Noite
260157946892283904,Sun Oct 21 23:17:42 +0000 2012,You done with work for the week? Are you getting out early today or do you have to stay all day? We're going to start drinking at 4.
259802595554652160,Sat Oct 20 23:45:40 +0000 2012,Hola :3 Tanto tiempo sin abrir Twitter! =]
259269416737447936,Fri Oct 19 12:27:00 +0000 2012,on like shit rite now
259269363012612096,Fri Oct 19 12:26:47 +0000 2012,"ñ sou da esquerda,nem da direita.Ñ tenho partido,voto na pessoa.Sou católica,mas contesto a bíblia.Ñ sigo cartilha nem ideologias."
258514414024671233,Wed Oct 17 10:26:53 +0000 2012,"Saudades do antigo twitter , as coisas mudaram ."
257990306732072961,Mon Oct 15 23:44:17 +0000 2012,biarpun makan memori yg penting film Digimon gw lengkap...
257474623464153089,Sun Oct 14 13:35:08 +0000 2012,See acaboo  &amp;  yaa  fue...!! :)
257024970503368704,Sat Oct 13 07:48:22 +0000 2012,imacelebritywatching I'm a Celeb #imacelebrity
251775276965588992,Fri Sep 28 20:07:58 +0000 2012,Dam I can't wait to hit NY up....I swear I might fuck around and bring a whole O of sum sour d back wit me
251004672737964033,Wed Sep 26 17:05:52 +0000 2012,"Finally, all gone. Can spend their last 4 hours alone with Twitter"
249871117014147073,Sun Sep 23 14:01:31 +0000 2012,Agnes Monica keminum air sungai mahakam kali ya jd ke samarinda trus... Hehe...
249870995228352512,Sun Sep 23 14:01:02 +0000 2012,Time and health are two precious assets that we don't recognize and appreciate until they have been depleted. Denis Waitley
243968147856703489,Fri Sep 07 07:05:13 +0000 2012,tem alguém aee pra flr cmg ?
232099207639597058,Sun Aug 05 13:02:17 +0000 2012,I WIL FALL FOR A BOY WHO WILL: BUY ME FOOD lol
227513333358665729,Mon Jul 23 21:19:40 +0000 2012,"Starring Lee Chung Ah, Jin Tae Hyun&amp;Bae Jong Ok, Pure Pumpkin Flower Premieres 21Nov every Mon-Fri at 9:20pm only on ONE (Centrin TV Ch413)!"
226395583005474817,Fri Jul 20 19:18:07 +0000 2012,Domingo retiraremos as doações em produtos e publicaremos a relação. Peço que continuem ajudando esses animais que agora dependem de nós.
222740578281066496,Tue Jul 10 17:14:26 +0000 2012,あー何か寂しいわー(笑)
219607194025476098,Mon Jul 02 01:43:29 +0000 2012,Checks bounce but we bounced back.
219144438805561344,Sat Jun 30 19:04:40 +0000 2012,Watchin TV :-) :-) :-) :-)
218925025825275904,Sat Jun 30 04:32:48 +0000 2012,Omg da movie was badass but stupid ending... Now wait til da 2nd part....luv u Jasper &lt;3
218242265741660164,Thu Jun 28 07:19:45 +0000 2012,Flipping back &amp; forth between ghost adventures &amp; indiana jones
218111764737433601,Wed Jun 27 22:41:11 +0000 2012,"VAŽNO: Ne stavljajte ""Rendirme En Tu Amor"" na svoj channel, da bi na zvaničnom videu bilo što više pregleda!"
217204436332838912,Mon Jun 25 10:35:47 +0000 2012,ben er weer
216968573040603138,Sun Jun 24 18:58:33 +0000 2012,iwishthaticouldourworldbetterworld#iwishthaticould were able to teach #ourworld to be a #betterworld
