tid,time,tweet
324779038558265344,Thu Apr 18 06:58:51 +0000 2013,「恋は人を盲目にするが、結婚は視力を戻してくれる。」
324378085346668545,Wed Apr 17 04:25:36 +0000 2013,Recommended: Atom-smashing hype faces reality
323015568208846848,Sat Apr 13 10:11:27 +0000 2013,Who's Ready 4 dat Hundred KiLOs album from HK Hawk &amp; Kryme??!!!
322317973983481856,Thu Apr 11 11:59:28 +0000 2013,melhor se arrepender do que eu fiz do que nao fiz....
321659584844529664,Tue Apr 09 16:23:15 +0000 2013,"Hey Gangster,Das Layout ist jetzt endlich da !!Die Erweiterungen werden auch in den nächsten Tagen folgen!!"
317394499968057344,Thu Mar 28 21:55:20 +0000 2013,Happy day...!!
316262404625428480,Mon Mar 25 18:56:47 +0000 2013,「教訓をすぐ忘れるのも、人間の特徴の一つだ。」
313907878085943297,Tue Mar 19 07:00:44 +0000 2013,"Owhh, come on! You have to move on deaa, omgg ;("
312415670941929472,Fri Mar 15 04:11:15 +0000 2013,Radioactive caesium above safety levels is found in rice in Japan for the first time since the nuclear crisis began at the Fukushima plant.
310791958400475136,Sun Mar 10 16:39:11 +0000 2013,teletonchile#teletonchile echen a la perla de ahy wn que hace esa weona ahy
309697958180433920,Thu Mar 07 16:12:01 +0000 2013,Alhamdulillahsekaliyaaaa~
308327810722828288,Sun Mar 03 21:27:33 +0000 2013,today should be extremely interesting....
306864322368372737,Wed Feb 27 20:32:10 +0000 2013,inspirationalfreedomSimple truly is beautiful… #inspirational #freedom
306024926907883520,Mon Feb 25 12:56:42 +0000 2013,quien va al encuentro en el obelisco?
306024784477683712,Mon Feb 25 12:56:08 +0000 2013,Almorzando... Para coger fuerzas e ir de compras! :)
304276814975619073,Wed Feb 20 17:10:20 +0000 2013,you call it a relationship while he calls it relations.. ! something isn't right with this picture. girl you should fix it
302266008855519232,Fri Feb 15 04:00:06 +0000 2013,Just woke up.
302265910457159680,Fri Feb 15 03:59:43 +0000 2013,"JottaA#JottaA mto legal,n sou evangélica + confesso q adoro esse menino e suas músicas(gospel)"
329176441658941440,Tue Apr 30 10:12:34 +0000 2013,Check out me on FACEBOOK!!!Alex demetriou!Is my page...
328019588652617728,Sat Apr 27 05:35:38 +0000 2013,The meluhans........
327261262159421440,Thu Apr 25 03:22:19 +0000 2013,Grilled some tofu and everybody didn't believe it wasn't chicken. Lol
