tid,time,tweet
325886353797677056,Sun Apr 21 08:18:56 +0000 2013,Prefiero compartir mi vida contigo antes que mi tiempo aire de Telcel.
324086928507039744,Tue Apr 16 09:08:39 +0000 2013,Oie pessoal!
322313042798972928,Thu Apr 11 11:39:52 +0000 2013,a
318305314799763457,Sun Mar 31 10:14:35 +0000 2013,Embole !
318069185878052864,Sat Mar 30 18:36:18 +0000 2013,Ridiculous the fact my hairs that thick i can get the CM Punk hairstyle. Lol at the fact i dont suit it :(
317068163802099712,Thu Mar 28 00:18:35 +0000 2013,Sumthn not right I jus cnt put my finger on it
309693131383779328,Thu Mar 07 15:52:50 +0000 2013,恐ろしい程、放置していると、twitter開くのも恐い┌(。Д。)┐ あはは♪ そしてfacebookはもっと恐い┌(。Д。)┐ あはは♪
308323325438988288,Sun Mar 03 21:09:43 +0000 2013,"Чтобы любить человека, необязательно быть с ним рядом. Достаточно только изредка смотреть на его фотографию и знать, что у него всё хорошо"
306801424208130048,Wed Feb 27 16:22:14 +0000 2013,doi love #do the butterfly
305913686000820224,Mon Feb 25 05:34:41 +0000 2013,Sorte de Hoje: Você terá mais Twitter Followers:
305292192799416322,Sat Feb 23 12:25:05 +0000 2013,7MinuteLifeI am Thankful for my family. They make my life meaningful! Love is a wonderful gift...#7MinuteLife
305292090731003904,Sat Feb 23 12:24:41 +0000 2013,love my followers
304718930247835648,Thu Feb 21 22:27:09 +0000 2013,fui ali
304097253553999873,Wed Feb 20 05:16:49 +0000 2013,"""Билайн"" остается недоступным для египетского миллиардера"
328229021462695937,Sat Apr 27 19:27:51 +0000 2013,"Apple IIe is the longest-lived Apple computer of all time, having a run of nearly eleven years."
