tid,time,tweet
334534391676153856,Wed May 15 05:03:08 +0000 2013,"That 'Dr. Oz'  guy kinda freaks me out, i wouldn't trust the fucker."
334438040892227585,Tue May 14 22:40:17 +0000 2013,I got no money :(
332932561242320896,Fri May 10 18:58:02 +0000 2013,Ugh that was the saltiest cookie I've ever eaten &gt;____&lt;
330321469093593088,Fri May 03 14:02:29 +0000 2013,"""girls be slutting , niggas be nuttin . iont be fucking so his love? i get nothing"" &lt;- mmmmm!!!"
319073295347613696,Tue Apr 02 13:06:16 +0000 2013,enak nya ngapain yaa (boring)
299246736344506368,Wed Feb 06 20:02:36 +0000 2013,Liverpool striker Luis Suarez insists there is greater improvement to come from both him and the rest of the team.
298946393463193600,Wed Feb 06 00:09:09 +0000 2013,LBXorEADTeamFollowBackRichie Carter for president....YOUTUBE HIM AND FOLLOW......#LBXorEAD #TeamFollowBack
298510317246373888,Mon Feb 04 19:16:20 +0000 2013,бебеббебебеб
297600898920751104,Sat Feb 02 07:02:38 +0000 2013,Love is composed of a single soul inhabiting two bodies
297379413111226368,Fri Feb 01 16:22:31 +0000 2013,All The Cute Girls Are Cuffed.
297194198388592641,Fri Feb 01 04:06:33 +0000 2013,"Stay hungry, stay foolish. ~Steve Jobs"
297138429861437441,Fri Feb 01 00:24:56 +0000 2013,"Recently been here, just not posting. I'm catching up on what Tweets are up to &amp; what's going on... I'm Bi-Winning much? haha."
296728973554102273,Wed Jan 30 21:17:54 +0000 2013,RT @TopUSNewsToday: How can you ReTweet your message 1000 times? It's easy http://t.co/zODoAGuj Order and watch 1000 people promote you. ...
296728906755620864,Wed Jan 30 21:17:38 +0000 2013,RT @Skkyper2: Sony Xperia S Phone Giveaway ! Go to http://t.co/2Zu49Px2 for more information !
296553718814498816,Wed Jan 30 09:41:30 +0000 2013,Ali Sami Yen'e küfür edenler de bundan sonra aklını başlarına alırlar ve saygılarını gösterirler siz merak etmeyin. Çarşı'da akil adam çok.
295820549907697664,Mon Jan 28 09:08:09 +0000 2013,ألسلآمعليكم&gt;&gt;|$È£ÄMÅT HÄRÍ RÄÝÁ ÍÐÚ£ AÐHA|&lt;&lt;Minal aidin wal walfaidzin....^^وسلام
295820413051744256,Mon Jan 28 09:07:37 +0000 2013,"Aliás, agradeço a todos pelo apoio nesses três meses de intensa campanha!"
289714869673009153,Fri Jan 11 12:46:22 +0000 2013,tyga look extra good in the mixtape picture... (:
289638749401395200,Fri Jan 11 07:43:53 +0000 2013,おそようございます(- -)早起き失敗した＼(^O^)／←
289447730722533377,Thu Jan 10 19:04:51 +0000 2013,Watchin 30 mins or less!
283893244528574464,Wed Dec 26 11:13:18 +0000 2012,on my way back from sac
283870702208163840,Wed Dec 26 09:43:44 +0000 2012,Caríssimos Ex Ambev e também os atuais. Existe um grupo no Facebook EX AMBEV para os que quiserem se cadastrarem. Let's keep in touch. Gran…
283795731905654785,Wed Dec 26 04:45:49 +0000 2012,oh no i hope i dont go to twitter jail
283534551958044673,Tue Dec 25 11:27:59 +0000 2012,vlw galera vou ver rebelde
281351759115476992,Wed Dec 19 10:54:21 +0000 2012,Uhm i haven't even watched the new episode of Kourtney &amp; Kim Take New York yet. This is a problem.
279055663181746177,Thu Dec 13 02:50:29 +0000 2012,Wonder y am always attached to people.
277690153504489472,Sun Dec 09 08:24:26 +0000 2012,HowSlowDoYouWannaGoOmg some people take the piss while driving #HowSlowDoYouWannaGo ?
277429494200012801,Sat Dec 08 15:08:40 +0000 2012,Soundtrack To My Life - kid Cudi
277429432254337025,Sat Dec 08 15:08:25 +0000 2012,Baixando um Jogo massa aqui .'
275541312529379328,Mon Dec 03 10:05:42 +0000 2012,"420teamDeaths Per Year in America (Overdose): Illegal Drug-overdose - 4,100+, Marijuana overdose - 0 #420team"
274363773911961600,Fri Nov 30 04:06:35 +0000 2012,FCHW
274363682488717312,Fri Nov 30 04:06:13 +0000 2012,"remindme#remindme of business basics. How about Service, Service, Service."
273413525244874752,Tue Nov 27 13:10:38 +0000 2012,Ahora soy guia turistico de twitter... bien beiop puej.
272656407751426048,Sun Nov 25 11:02:07 +0000 2012,too funny ; beat nae nae ass !
271681957136576512,Thu Nov 22 18:30:00 +0000 2012,Sippin on dis cru wasss sup
269320892646031360,Fri Nov 16 06:07:59 +0000 2012,"ThingsBlackPeopleSayInArguments#ThingsBlackPeopleSayInArguments ""You Must Not Know Who The Fuck I Am"""
267272333897633793,Sat Nov 10 14:27:44 +0000 2012,luch time :)
258234677423386624,Tue Oct 16 15:55:19 +0000 2012,woo off school;D
