tid,time,tweet
334779219978620928,Wed May 15 21:16:00 +0000 2013,"""Fertile woman dies in Climax on way to Moorhead"", is a rumored headline from years ago in the Fargo, ND area. it is a plausible headline."
328468116097085440,Sun Apr 28 11:17:56 +0000 2013,CRAVE Lunch specials start at just $9.95 - come try one today!
319086376815579136,Tue Apr 02 13:58:15 +0000 2013,น่าเบื่อ :(
315963410569363456,Sun Mar 24 23:08:42 +0000 2013,I got my flaws..
309617247247282176,Thu Mar 07 10:51:18 +0000 2013,ドラゴンコレクション最下層まで行ったが、秘宝がコンプしてないからカードもらえましぇ~ん。もう時間ないし・・・
307452286609801217,Fri Mar 01 11:28:31 +0000 2013,ifollowback24hoursShoutouts and mention please :) #ifollowback in the next #24hours
306253571232526336,Tue Feb 26 04:05:15 +0000 2013,JGH! :))
298580131843289088,Mon Feb 04 23:53:45 +0000 2013,what up followers? :)
295945245542199296,Mon Jan 28 17:23:39 +0000 2013,RNSWhen i get home im gonna take a nice nap yo. #RNS
288999660541071361,Wed Jan 09 13:24:23 +0000 2013,Not going to give up :')
277615019972239360,Sun Dec 09 03:25:53 +0000 2012,無意識のうちに知っていることや、無意識のうちに整理されていること、人間の行動においてはそれらがものすごく強烈に作用していて、 だから矛盾も多いし、けっきょく、ロジックで説明しなくてもいい。いや、してはいけないんだと。(池谷裕二×糸井重里）
277614925969498114,Sun Dec 09 03:25:30 +0000 2012,if u tried to walk in my shoes u would slip and fall
273464756818554880,Tue Nov 27 16:34:13 +0000 2012,Illustrator will now be our BFF here at SexyBack....Illustrator 101....First Lesson Today--Completed!!! Now Practice Practice Practice!  MUA
269238041980334080,Fri Nov 16 00:38:46 +0000 2012,"LasVegasWorldTravelMarketThe #LasVegas stand is impressive, no gambling going on. #WorldTravelMarket"
269237850778787840,Fri Nov 16 00:38:00 +0000 2012,Berharap besok ada keajaiban :)
268728668371685377,Wed Nov 14 14:54:41 +0000 2012,Repeatedly smaller markets are extra valuable like carb-free foods.
266043078803066880,Wed Nov 07 05:03:07 +0000 2012,-zzzz
264693239624376320,Sat Nov 03 11:39:20 +0000 2012,"Tipico: te arropas y te da calor, te quitas la cobija y te da frio, sacas un pie y te da miedo."
260157253125033984,Sun Oct 21 23:14:57 +0000 2012,I cannot believe someone actually stole my phone last night....bitches
258826828100288512,Thu Oct 18 07:08:19 +0000 2012,jab we meet
257770884339757056,Mon Oct 15 09:12:22 +0000 2012,Australia: Controlled bush fire spread out of control and destroyed at least 39 homes   - Breaking news Buzz
251606914230792192,Fri Sep 28 08:58:57 +0000 2012,bbc3watchin boarding school bomber #bbc3
248714291828645888,Thu Sep 20 09:24:42 +0000 2012,Boa noite galera :)
241276539658969089,Thu Aug 30 20:49:44 +0000 2012,The first 200 people to like our facebook page will be entered into a draw to win £70 to spend in our store
221480827723329537,Sat Jul 07 05:48:38 +0000 2012,All of the above... none is good.
