tid,time,tweet
323708275688349696,Mon Apr 15 08:04:01 +0000 2013,Hari ini berangkat :'(
322837436491255808,Fri Apr 12 22:23:37 +0000 2013,Birthdayits my b'day tomorrow !! Birthday
322138882344890368,Thu Apr 11 00:07:49 +0000 2013,"Muchos vivirán comparándote, mirando a ver en qué lugartropezarás o caerás."
320857777679527936,Sun Apr 07 11:17:10 +0000 2013,Kenangan itu seperti sidik jari. Tidak bisa di hapus jika sudah tersentuh.
319583497318694914,Wed Apr 03 22:53:37 +0000 2013,Never Ben Bowlin So i never spared a Hoe.....
316264856691019777,Mon Mar 25 19:06:32 +0000 2013,nada peor q ver a tu mamá llorar :'(
314352010591887361,Wed Mar 20 12:25:34 +0000 2013,Get A-List to do your Christmas Decorations!!
312536053368098816,Fri Mar 15 12:09:36 +0000 2013,Its a borrin day
312218194301562880,Thu Mar 14 15:06:32 +0000 2013,huuuuuuffftt...
309495552909926401,Thu Mar 07 02:47:44 +0000 2013,Valeu Vascão ainda tem o Brasileirão
308114018462228481,Sun Mar 03 07:18:01 +0000 2013,Best Halloween Dog costume picture will WIN a free 6-month supply of FrontLine. Happy HALLOWEEN!
307288343870328832,Fri Mar 01 00:37:04 +0000 2013,VaiCorinthians#VaiCorinthians hoje é Dia do Penta!
305927946001059840,Mon Feb 25 06:31:20 +0000 2013,Véi do céuu...q dor infernall é essa? :'(
305927877944303616,Mon Feb 25 06:31:04 +0000 2013,"Quote""It is better to light one candle than to curse the darkness."" ~ Chinese Proverb #Quote"
305307290326675456,Sat Feb 23 13:25:05 +0000 2013,Good morning..
304728682927382528,Thu Feb 21 23:05:54 +0000 2013,vo fika afk jaja eu volto &gt;.&lt;
303313786230677504,Mon Feb 18 01:23:36 +0000 2013,talvez a nathi vai pedir pra voltar comigo *--*
