tid,time,tweet
335093814249283585,Thu May 16 18:06:05 +0000 2013,I type like super fast.
334702120198615042,Wed May 15 16:09:38 +0000 2013,"MASDANZA LAS PALMAS, un gran éxito, y ahora: ¡MASDANZA Xtra! Teatro Guiniguada, 20,30 hrs. 4 &amp; 5 Noviembre. CajaTique y Taquilla Teatro."
334631143028686850,Wed May 15 11:27:36 +0000 2013,IHateWhenIHateWhen All These Depressed Bitches Sharing Their Life Story On Twitter.
332917175553773568,Fri May 10 17:56:54 +0000 2013,今日の夜、tbsにでます。ラジオ
330321602111758336,Fri May 03 14:03:01 +0000 2013,The shortest books: 1) A guide to arab democracies 2) Everything men know about women 3) The Amish phonebook
319447409392508930,Wed Apr 03 13:52:52 +0000 2013,"Papa kamu orang bali ya?~ nga,emang kenapa?~ soalnya anak nya mirip monyet sih!"
319402293692882944,Wed Apr 03 10:53:35 +0000 2013,RT @RealMattWayne: Flying from LA 2 NYC on 4/6 4 Night of a Thousand Gowns #LEGENDARY- benefits @GLAAD &amp; @GMHC. Come! http://t.co/Tw ...
316112879579459585,Mon Mar 25 09:02:38 +0000 2013,Follow &amp; retweet the youngest dj in Charge @djpj_919 new mix tape Out Of This World V.3 Download http://t.co/7u2msd1Mln
316112787095027712,Mon Mar 25 09:02:16 +0000 2013,"Everybody check it! @Rollinb708 feat. @lildurk_ ""Drunk Off My Ass"" http://t.co/UsKVYNfMkt #redcarpet #moneygang #Otf #300"
316112694925213696,Mon Mar 25 09:01:54 +0000 2013,"Support boss up boyz new video! ""Rollin"" now playing on radio!"
316111175089799168,Mon Mar 25 08:55:51 +0000 2013,Small companies are more likely than mid-sized or large companies to use lump-sum payments for the entire relocation cost.
311306537471709184,Tue Mar 12 02:43:56 +0000 2013,cheer up baby :)
306896675170029570,Wed Feb 27 22:40:43 +0000 2013,"RT @sliztheboss: NEW @GPMafia Video ""World Famous""http://t.co/X43Y0P2pOv#NY Stand up!! #therealisback #gpmafia #gangstapoliticians #re ..."
305003444639502336,Fri Feb 22 17:17:42 +0000 2013,That message got me thinkin....I wanna ask him wut he meant by that but I don't expect for him to tell me tha truth
304495054217695232,Thu Feb 21 07:37:32 +0000 2013,Make sure your fingers don't write ah check yo ass can't cash !
304494919341465600,Thu Feb 21 07:37:00 +0000 2013,Treatment and prevention of flea bite allergy consists of taking measures to prevent the allergic pet from being bitten by fleas
299252891204599808,Wed Feb 06 20:27:03 +0000 2013,Saindo#Saindo aqui !
299067712582320128,Wed Feb 06 08:11:13 +0000 2013,boottoassesI had to #boottoasses :D
297715376484143104,Sat Feb 02 14:37:31 +0000 2013,WhatislifeTitanic 2 isss sooooo bad but i cant stop watching! #Whatislife
297635880846389248,Sat Feb 02 09:21:38 +0000 2013,"The Feng Shui 'blues' are peacefulness, soothing, spiritual, contemplation, and patient"
