tid,time,tweet
335194902273064960,Fri May 17 00:47:46 +0000 2013,quoteYou can easily judge the character of a man by how he treats those who can do nothing for him. ~ James D. Miles quote
334474017056649216,Wed May 15 01:03:14 +0000 2013,FUCKptm no entiendo bn el twitter FUCK
327498889617879040,Thu Apr 25 19:06:34 +0000 2013,apple sourz are amazing :P Yummy!
317340518738718720,Thu Mar 28 18:20:50 +0000 2013,She Goht Me in Rehab! &lt;3
316155088211161088,Mon Mar 25 11:50:21 +0000 2013,To louca pra ver o corinthians perdeer :)
314827985507209216,Thu Mar 21 19:56:55 +0000 2013,"It's official. The last child has completed a round o' orthodontics. That's right. Camren got his braces off, today!"
305668203076542464,Sun Feb 24 13:19:13 +0000 2013,Lmao dat guh a fool...
304472670421008384,Thu Feb 21 06:08:36 +0000 2013,Inace bolujem od kronicne depresije i na ovaj nacin si pokusavam nekako osigurat egzistenciju u zivotu i moje isprike na spamovima.
299163073871224832,Wed Feb 06 14:30:09 +0000 2013,IJSLife should be easy and relatively smooth.. Complications and confusion have to purged to ensure a good existence.. #IJS
296583321260015616,Wed Jan 30 11:39:08 +0000 2013,I absolutely LOVE it when you get you friends to gang up one me! I really wasn't friends with them anyway so the jokes on you bitch!! XDD
280691586055151616,Mon Dec 17 15:11:03 +0000 2012,wonder what my pops doing right now rest in peace
279820440170557440,Sat Dec 15 05:29:26 +0000 2012,I wish my boyfriend is here in twitter
276758906225700864,Thu Dec 06 18:43:59 +0000 2012,"☃  ""O primeiro grau do heroísmo é vencer os medos."""
276758781956878336,Thu Dec 06 18:43:30 +0000 2012,"aeee, agora tbm tenho twitter ! u.u"
274595423929380866,Fri Nov 30 19:27:05 +0000 2012,INeedALongerBreakEnglands been fun bu i can't be bothered with all the work that's gonna be commin in this year.. #INeedALongerBreak man!
269047514794184704,Thu Nov 15 12:01:40 +0000 2012,フェイシャルキットと白衣が重すぎなう。(泣)
266585586318598144,Thu Nov 08 16:58:51 +0000 2012,didy
265357205245681664,Mon Nov 05 07:37:42 +0000 2012,Dude tonight is such a bad night its ridiculous
262895070762647552,Mon Oct 29 12:34:03 +0000 2012,"Giving thanks for the sounds of wind chimes, staring at cloud patterns... and then googling staring ;) l.o.l. on that search :)"
261878325671256064,Fri Oct 26 17:13:52 +0000 2012,there is nothing wrong with a 1 night stand.... i have 2 in my bedroom
261629634716766209,Fri Oct 26 00:45:40 +0000 2012,There is no therapy in the world better than a puppy licking your face!
260826438914158592,Tue Oct 23 19:34:03 +0000 2012,* Turn it out*#
258913597739118592,Thu Oct 18 12:53:06 +0000 2012,You can only see my lip in tht video lmao
258361587818180608,Wed Oct 17 00:19:37 +0000 2012,Agnes Monica dah keminum air sungai mahakam kali ya jd ke samarinda trus... Haha... Ajiiipppp...
258361454355439617,Wed Oct 17 00:19:05 +0000 2012,UniaoDoTwitterSegueEuSigoDeVoltaAmores estou seguindo todos de volta!!!#UniaoDoTwitterSegueEuSigoDeVolta#UniaoDoTwitterSegueEuSigoDeVolta
255255011204923392,Mon Oct 08 10:35:11 +0000 2012,"my times with Nick, be the best times."
253611944374841344,Wed Oct 03 21:46:14 +0000 2012,The only limit to our realization of tomorrow will be our doubts of today.-Franklin D. Roosevelt-
253611831954927616,Wed Oct 03 21:45:47 +0000 2012,"e a porcada já correu , chorou chorou o ano inteiiro ♪*"
251995957087043584,Sat Sep 29 10:44:52 +0000 2012,"Global warming has nothing to do with whether it rains or shines, it has to do with temperature."
251995865349238784,Sat Sep 29 10:44:30 +0000 2012,"I Got To Get This Off My Mind Right Now , Bkuz I'm Gone Worry Myself To Death !"
248878273013108736,Thu Sep 20 20:16:18 +0000 2012,It's Money Monday!  What are your highest ROI activities of the week?
240450607343882240,Tue Aug 28 14:07:46 +0000 2012,goodnight twitter bouta get ready for school
240032902576996353,Mon Aug 27 10:27:58 +0000 2012,hey gn`
238648212192387072,Thu Aug 23 14:45:42 +0000 2012,"Lupi disse que só sairia a bala,ele sabia o que estava dizendo."
232024201815535617,Sun Aug 05 08:04:15 +0000 2012,In tune with my star player
226289252764381184,Fri Jul 20 12:15:36 +0000 2012,Top3SouTopVamos fazer #Top3 - Meninas mandem #SouTop + RT
222907595806089217,Wed Jul 11 04:18:06 +0000 2012,I just ask you to open your eyes!! that's all...
220908504540655617,Thu Jul 05 15:54:26 +0000 2012,going to twelve oaks tmrw somebody meet me up there
