tid,time,tweet
326729484864745472,Tue Apr 23 16:09:14 +0000 2013,Motoserra. Quero dormir.
324275960734154752,Tue Apr 16 21:39:48 +0000 2013,hola gente jajaj toy re al pedo xd ;)
317402082967691264,Thu Mar 28 22:25:28 +0000 2013,1 more follower to 60 followers!! Someone plizz follow me
315807759083921409,Sun Mar 24 12:50:11 +0000 2013,"""There's a blaze of light in every word, it doesn't matter what you heard…..Hallelujah.” Leonard Cohan"
315089554245840896,Fri Mar 22 13:16:18 +0000 2013,who is bored?
314351074737811457,Wed Mar 20 12:21:51 +0000 2013,Happy Thanksgiving!! My Turkey came out nice and Juicy!!
313959624258760705,Tue Mar 19 10:26:22 +0000 2013,SundayFunday#SundayFunday
312738400916606976,Sat Mar 16 01:33:39 +0000 2013,saai op school...
307047769812647937,Thu Feb 28 08:41:07 +0000 2013,Almateamautofollow#Alma inquieta como galho de sarandi tocado pelo vento. #teamautofollow
306506949002924032,Tue Feb 26 20:52:05 +0000 2013,Пойду заварю кофе )
305926489457709056,Mon Feb 25 06:25:33 +0000 2013,"If anyone uses Xero, log in now for the best laugh I've had in ages.  Feed him or zap him?!  Great stuff...."
305926421782601729,Mon Feb 25 06:25:17 +0000 2013,Still having trouble getting the hang of facebook and accidentally seem to have invited all my friends to be members of my family.  Oops..
305303668834566144,Sat Feb 23 13:10:41 +0000 2013,VIERNESptm #VIERNES y no hay planes
304728288390176769,Thu Feb 21 23:04:20 +0000 2013,LoveandHiphop#LoveandHiphop Who dat? I loves the Hip Hop ;)
304728213672824833,Thu Feb 21 23:04:02 +0000 2013,I am listening to Adele Radio Station on Pandora.  How about you? What do you like to listen to while you work?
304154073748344832,Wed Feb 20 09:02:36 +0000 2013,Amigooooooooo el raton del queso
303543842962034688,Mon Feb 18 16:37:46 +0000 2013,morning . :DDD
302513413056245760,Fri Feb 15 20:23:12 +0000 2013,yang cantik gua polbek yang jelek gua diemin aja biar jadi fans ckckck
302513339655925760,Fri Feb 15 20:22:55 +0000 2013,"Comedian Marc Howard tonight...1426 Van Ness Blvd, Fresno, CA   8 pm showtime.C'mon out and ENJOY!!!"
327158082922749954,Wed Apr 24 20:32:19 +0000 2013,AnnoyingThingsAnnoyingThings Fat Bitches and Kittens
