tid,time,tweet
332906674857836544,Fri May 10 17:15:11 +0000 2013,"Half, anyway. e.e"
331128516177432577,Sun May 05 19:29:24 +0000 2013,"yes, cutting the lawn was exactly what i wanted to be doing today!!!"
327308617239904256,Thu Apr 25 06:30:30 +0000 2013,Partying? love 2 do it but i aint about that life all the time!! Regular chick that is willing to experience other things
311860774932996097,Wed Mar 13 15:26:17 +0000 2013,Start ACS in da am den gotta go to my other job
311007556195717120,Mon Mar 11 06:55:54 +0000 2013,interestingSo were going to a sextoy store. Hmm #interesting. LOL
310545215880560640,Sun Mar 10 00:18:43 +0000 2013,"Trust takes years to build, seconds to break, forever to repair."
310188027127422977,Sat Mar 09 00:39:23 +0000 2013,"Sortearemos dois celulares Motorola Defy em nosso site, quer participar? É só se cadastrar no pop-up em nossa página inicial"
300756431622258688,Mon Feb 11 00:01:35 +0000 2013,"Diretora do FMI diz que o Brasil é o país mais protegido contra  crise. OK ok , falta explicar quem vai nos proteger de nós mesmos."
289471504700289024,Thu Jan 10 20:39:19 +0000 2013,"M.U.J.E.R = Maravillosa, Unica, Juguetona, Especial, Romantica [♥]"
283352631605354496,Mon Dec 24 23:25:06 +0000 2012,"Money Boy (German Rapper Who Remixed Soulja Boy's ""Turn My Swag On"") - Halloween Europe Money Boy"
283352559878541312,Mon Dec 24 23:24:49 +0000 2012,Ushhhhh !
275325180073635840,Sun Dec 02 19:46:52 +0000 2012,"Hi, ppl!"
274278162085584896,Thu Nov 29 22:26:24 +0000 2012,Celebrate Abundance
272081338004279297,Fri Nov 23 20:57:00 +0000 2012,heyyy
272081241002627072,Fri Nov 23 20:56:37 +0000 2012,somebodytoloveI just need #somebodytolove ! 
271018679800565761,Tue Nov 20 22:34:23 +0000 2012,Friendship is Love without his wings.- Lord Byron
267265565612204032,Sat Nov 10 14:00:51 +0000 2012,Literature Quiz
265262477376385024,Mon Nov 05 01:21:17 +0000 2012,ya think i should do a new video about porn
262786344793804801,Mon Oct 29 05:22:01 +0000 2012,Decide that you want it more than you are afraid of it. -- Bill Cosby
262482002274566144,Sun Oct 28 09:12:40 +0000 2012,joseph make me a facebook page
261506543504220160,Thu Oct 25 16:36:33 +0000 2012,yeah.....
261129042676297728,Wed Oct 24 15:36:29 +0000 2012,So its post to snow..
260693009589489664,Tue Oct 23 10:43:51 +0000 2012,"""I would give my life for the simplicity on other side of complexity.""~ Oliver Wendell Holmes"
259155469485096960,Fri Oct 19 04:54:13 +0000 2012,U're perfect to me.
258882542701264896,Thu Oct 18 10:49:42 +0000 2012,"Так хочу туда... в прошлое, где ты был рядом, обнимал меня, чтоб обнять тебя и больше не отпускать... ❦"
258322909192417281,Tue Oct 16 21:45:55 +0000 2012,RedeGloboDeMerda#RedeGloboDeMerda
257821407101194240,Mon Oct 15 12:33:08 +0000 2012,Abria Crazy Ass lmaooo
256689924407959552,Fri Oct 12 09:37:01 +0000 2012,I'm going to Ronnie Devoe's birthday party later tonight but I'm wondering..........who's your favorite member of New Edition?
255816540753121280,Tue Oct 09 23:46:30 +0000 2012,Просрал свои 1 900 твитов ) это уже 1901 ) давайте сегодня добьем до 2 000 !
252497970937864193,Sun Sep 30 19:59:42 +0000 2012,didy
249193070707494914,Fri Sep 21 17:07:12 +0000 2012,iPad2PoorMemoryi had to search the net to remember i was planning to buy an #iPad2 today. #Poor #Memory
240508630011629568,Tue Aug 28 17:58:20 +0000 2012,Aiiii que diaaa lindooooooooooOoooo!! Podia ser sempre assim né?? =]]]
240042879580520448,Mon Aug 27 11:07:36 +0000 2012,The hardest part of writing is the begining!
230413388981886978,Tue Jul 31 21:23:27 +0000 2012,Is Wondering What Is The Most Efficient Way Of Networking....? Or Is It Better To Have Many Irons In The Fire?
227475212491427843,Mon Jul 23 18:48:11 +0000 2012,Black friday shopping spree! Mall visit at 12am is the BEST!
