tid,time,tweet
325890952000585728,Sun Apr 21 08:37:12 +0000 2013,"Kasih gw waktu buat bisa terima,,, :*     ,,,,,,!"
323591563580145665,Mon Apr 15 00:20:15 +0000 2013,♫♪♫ TEACH ME HOW TO DOUGIE.. TEACH ME-TEACH ME HOW TO DOUGIE♫♪♫
321609976344899584,Tue Apr 09 13:06:08 +0000 2013,You never know how important something is until you lose it :'( smhh
319692378841702402,Thu Apr 04 06:06:17 +0000 2013,Metacafe-Documentary (English)-2.flv
318942476222210048,Tue Apr 02 04:26:26 +0000 2013,quitt youurr jibbaa jabbber u aint hurtt! (snickers :P
315745122895675393,Sun Mar 24 08:41:18 +0000 2013,"acabei de voltar lá da vó,"
315023473363791873,Fri Mar 22 08:53:43 +0000 2013,Nunca te cambiaria por nadie porque te amo a ti nadie mas que ti
311458478042513409,Tue Mar 12 12:47:42 +0000 2013,ai dag penting galo
310747658698489856,Sun Mar 10 13:43:09 +0000 2013,"peste....wala akong ibang makita puro na lang ikaw,,,,nkakasawa ahhh"
308279229185929216,Sun Mar 03 18:14:30 +0000 2013,Ame este dia.!
305869837949886466,Mon Feb 25 02:40:02 +0000 2013,Ain't shit funny about that smh
305869694240452608,Mon Feb 25 02:39:52 +0000 2013,"""Acho que sempre temos uma escolha."""
305253083896741888,Sat Feb 23 09:49:41 +0000 2013,"In a week from now ill be posting up my cover to ""Thinking about you"" by frank ocean :)"
304679697793576960,Thu Feb 21 19:51:15 +0000 2013,"Conversación con una chica; Ella se pica; Habladera de paja con sus amigas de ti en 3,... 2,... 1,..."
304053400826437632,Wed Feb 20 02:22:34 +0000 2013,The G2X is sweet!
301727377745141760,Wed Feb 13 16:19:47 +0000 2013,GUTTED !!! :(
300587529801965568,Sun Feb 10 12:50:26 +0000 2013,You're the single item on my listYou're my one and only Christmas wish ♥
296813971602812928,Thu Jan 31 02:55:40 +0000 2013,RT @lotterygen: LotteryGen - Lucky Lottery Number Generator http://t.co/y8SfJrVR #lotterygen via @lotterygen
296813044607102976,Thu Jan 31 02:51:59 +0000 2013,dinner time niggz .
296812943784427520,Thu Jan 31 02:51:34 +0000 2013,"Dear Math, please grow up and solve your own problems."
328460647463526400,Sun Apr 28 10:48:15 +0000 2013,FUCK. NEGAR. THANK. YOU.
