tid,time,tweet
334580088085549056,Wed May 15 08:04:43 +0000 2013,"Live Sports Scores, Stats, Fixtures, Sports News, SOCCER - BASKETBALL -TENNIS - US FOOTBALL - ICE HOCKEY - BASEBALL -  Scoreboard Update"
333599269745459200,Sun May 12 15:07:18 +0000 2013,I hate when people try to compare how many facebook friends they have . I have 1000 friends but only know 6 in person . -___-
325672693884133376,Sat Apr 20 18:09:55 +0000 2013,test
319680366787047424,Thu Apr 04 05:18:33 +0000 2013,RT @BrandonHile: Life is good to me. Has been and is good. So I think my task is to be good to it. So how do you be good to life? You li ...
317190468121284608,Thu Mar 28 08:24:35 +0000 2013,"I tried, and I failed."
315903188236660737,Sun Mar 24 19:09:23 +0000 2013,Love this city! Wish i'd gotten in to oxford :( xx
311852871857631232,Wed Mar 13 14:54:53 +0000 2013,FOLLOWBACK* mention for a #FOLLOWBACK
311610408802873344,Tue Mar 12 22:51:25 +0000 2013,is shattered...early night then a fun filled day of revision tomorrow.
307186671542206464,Thu Feb 28 17:53:04 +0000 2013,"falow ae, mais tarde eu apareço (y'"
300301904410468353,Sat Feb 09 17:55:28 +0000 2013,"If I go to sleep and wake up thinkin about you, you're kind of a big deal..."
299418318224375810,Thu Feb 07 07:24:24 +0000 2013,"There's a difference between saying whats on your mind, talking to hear your voice, &amp; giving TMI"
299334831018504192,Thu Feb 07 01:52:39 +0000 2013,i not happy help me please
299260180779134976,Wed Feb 06 20:56:01 +0000 2013,aki kom mi amigo kashvier
299160872524337153,Wed Feb 06 14:21:24 +0000 2013,Judge Pastor just said that he will NOT give Murray probation!!!
299140442841313280,Wed Feb 06 13:00:13 +0000 2013,TeamAssHoles#TeamAssHoles &gt;&gt;&gt;&gt;&gt;&gt;
299072421338689536,Wed Feb 06 08:29:56 +0000 2013,NBA is back!
299072277637644288,Wed Feb 06 08:29:22 +0000 2013,"Good evening, everyone!"
296792351114928129,Thu Jan 31 01:29:45 +0000 2013,KidrauhlToSweden#KidrauhlToSweden love
