tid,time,tweet
317577564916944897,Fri Mar 29 10:02:46 +0000 2013,mfacebook.@gmail.com http://t.co/44ltYOWsmo
317577402563837953,Fri Mar 29 10:02:07 +0000 2013,mfacebook.@gmail.com http://t.co/lEBR62Nze0
317577262318891009,Fri Mar 29 10:01:34 +0000 2013,mfacebook.@gmail.com http://t.co/HfmMDIHi3r
317577022241132545,Fri Mar 29 10:00:37 +0000 2013,mfacebook.@gmail.com http://t.co/jziZSH29UV
317576821749198848,Fri Mar 29 09:59:49 +0000 2013,mfacebook.@gmail.com http://t.co/Ha44bYNmod
317576602831712256,Fri Mar 29 09:58:57 +0000 2013,mfacebook@gmail.com http://t.co/0swdMrdYhW
317576317048594432,Fri Mar 29 09:57:49 +0000 2013,marinellatesolin@gmail.com http://t.co/eHafkA40vw
317575908682784768,Fri Mar 29 09:56:11 +0000 2013,@marinellatesolin@gmail.com http://t.co/FcpFFmfUbt
317565407475146752,Fri Mar 29 09:14:28 +0000 2013,BUON VENERDI' SANTO a TUTTI e  BUONE VACANZE PASQUALI A CHI STA PARTENDO X QUALCHE LOCALITA'  TURI http://t.co/chXeO7bZ9F
317565394414080000,Fri Mar 29 09:14:24 +0000 2013,BUON VENERDI' SANTO a TUTTI e  BUONE VACANZE PASQUALI A CHI STA PARTENDO X QUALCHE LOCALITA'  TURISTICA! http://t.co/0HGvbuQGWp
316838756948799488,Wed Mar 27 09:07:00 +0000 2013,"RT @playme_music: Buongiorno e AUGURI a CESARE CREMONINI che compie 33 anni!!Un compleanno da ricordare per il cantante, visto che... h ..."
316838419806425088,Wed Mar 27 09:05:40 +0000 2013,RT @CremoniniCesare: #33. Grazie a tutti per i vostri auguri. Amo i compleanni.
316659018556899328,Tue Mar 26 21:12:48 +0000 2013,@GERANIO59 http://t.co/oX50kQMbld
316658725911928832,Tue Mar 26 21:11:38 +0000 2013,@GERANIO59 http://t.co/wlA4lVmAPI
