tid,time,tweet
299925151284330496,Fri Feb 08 16:58:23 +0000 2013,RT @SkySport: #calcio Il Tar dÃ  ragione al Cagliari: con il Milan a Is Arenas http://t.co/Du98ANxJ
299858217830338560,Fri Feb 08 12:32:24 +0000 2013,RT @Baustellemusic: Belle notizie: FANTASMA entra in classifica al numero 2. Grazie. #baustelle  http://t.co/zpFTsvcJ
299639970719731715,Thu Feb 07 22:05:10 +0000 2013,"RT @lddio: Se ricevi dei brevi tweet in inglese con un link, probabilmente sono spam, virus e robaccia varia: fai attenzione. Retwitta e ..."
298518667937853440,Mon Feb 04 19:49:31 +0000 2013,Vector 2000 http://t.co/YPfCY6wD
298518478422429696,Mon Feb 04 19:48:46 +0000 2013,Cinemantica #Milano http://t.co/Q3DpX3uz
298425500118970368,Mon Feb 04 13:39:18 +0000 2013,"RT @disinformatico: Antibufala: Whatsapp non ""diventa"" a pagamento e la bufala non Ã¨ diventata realtÃ . Vero problema Ã¨ privacy di Whatsa ..."
298420800413908992,Mon Feb 04 13:20:37 +0000 2013,"RT @AranCineProd: Cinemantica Alfa Film presenta:LONG PLAYIl suono lungo del VinileTestimonianze di incisioni del XXI secolo, in... h ..."
298013466701213696,Sun Feb 03 10:22:02 +0000 2013,"@SkySport Shhh, parla #Velasco http://t.co/q4VEqQGN"
297951484941828097,Sun Feb 03 06:15:44 +0000 2013,Quanto Ã¨ brutto partire col regionale per lavorare di #domenica http://t.co/rEJcFaXL
297801174126559232,Sat Feb 02 20:18:27 +0000 2013,"RT @TristeMietitore: Pizza con i tortelli, puoi vantarti di aver ucciso la Morte. http://t.co/8vUkeOy2"
297800412029911041,Sat Feb 02 20:15:25 +0000 2013,RT @Zdenek_Zeman: Ma che cazzo ve devo twittÃ ...
297672686107230209,Sat Feb 02 11:47:53 +0000 2013,@lddio mi segue! Mo so cazzi amari..
297488894725861376,Fri Feb 01 23:37:34 +0000 2013,RT @AranCineProd: Long Play - il suono lungo del vinile - Kapipal http://t.co/U4bCqN24 via @kapipal @i_tizi
297488862710726656,Fri Feb 01 23:37:26 +0000 2013,RT @_StreetLight_: LONG PLAYDomani partono le riprese. Seguici sulla pagina Facebook! http://t.co/UbthGBrW
297488820776079360,Fri Feb 01 23:37:16 +0000 2013,RT @AranCineProd: domani partono le riprese del nostro nuovo documentario! http://t.co/LkGMLRQ8
297488800001703937,Fri Feb 01 23:37:11 +0000 2013,RT @_StreetLight_: sostieni il progetto! http://t.co/1bZmM39o http://t.co/QajIN11y
297488764685676545,Fri Feb 01 23:37:03 +0000 2013,RT @I_tizi: I Tizzi ascoltano solo vinile!! http://t.co/QcJjkIhN
