tid,time,tweet
313682139004665859,Mon Mar 18 16:03:44 +0000 2013,RT @manginobrioches: #Brunetta capogruppo #Pdl alla #Camera. Quindi per il #Senato ci vuole una ballerina.
312962597097979904,Sat Mar 16 16:24:32 +0000 2013,"RT @Tommasolabate: Certo che è bello avere la parola ""Scelta"" nel nome e poi votare scheda bianca. #opensenato #Monti"
312955954247389185,Sat Mar 16 15:58:08 +0000 2013,@Mov5Stelle votate quello che vota Monti? #schedabianca
312954670551281664,Sat Mar 16 15:53:02 +0000 2013,@AndreaRomano9 scelta cinica
312954001127776258,Sat Mar 16 15:50:22 +0000 2013,@PietroIchino perché grasso e schifani sono la stessa cosa?
312898078891982848,Sat Mar 16 12:08:10 +0000 2013,RT @Tommasolabate: Lo streaming della consultazione interna a #M5S prima del ballottaggio tra #Grasso e #Schifani su che sito lo danno?  ...
309057043971588096,Tue Mar 05 21:45:15 +0000 2013,RT @andreavianel: Il problema dei decrescenti e' che non sembrano mai felici
306403869511020544,Tue Feb 26 14:02:29 +0000 2013,"RT @ale_moretti: Noi interroghiamo il Mov5Stelle su nuova legge elett., dimezz. parlamentari e costi politica,legge anticorruz.,M5S si a ..."
306347067884834817,Tue Feb 26 10:16:47 +0000 2013,@renatobrunetta ma voi chi?
306344863551598592,Tue Feb 26 10:08:01 +0000 2013,"autocritica, please #elezioni2013"
266055608413847552,Wed Nov 07 05:52:54 +0000 2012,RT @MMFlint: PRESIDENT OBAMA!!!!!!!!!
266055396727328768,Wed Nov 07 05:52:04 +0000 2012,RT @BarackObama: Four more years. http://t.co/bAJE6Vom
247009621221441537,Sat Sep 15 16:30:57 +0000 2012,RT @Tboeri: Nel 2009 avevo suggerito di coniugare l acronimo FIAT come Famiglia Italiana Abbandona Torino (e l'Italia).Temo di avere avu ...
242537137130573824,Mon Sep 03 08:18:54 +0000 2012,"RT @unitaonline: 20foto per ricordare Dalla Chiesa, a 30 anni dall'assassinio. Fatele girare, che non si spenga mai il suo ricordo http: ..."
242534728937398273,Mon Sep 03 08:09:20 +0000 2012,"Berlusconi chiama Alemanno ""Fai un passo indietro a Roma"" - http://t.co/Y2GXmIxA"
