tid,time,tweet
317780666303516672,Fri Mar 29 23:29:49 +0000 2013,@MaurizioNarcisi @mi_lisco per la montagna urgono provvedimenti che si discostino da quelli adottati finora e non parlatemi di zone franche
317777773601124353,Fri Mar 29 23:18:19 +0000 2013,RT @paoloalbano: @serracchiani @renzotondo i territori di confine non hanno più una economia e in montagna è ancora peggio occorrono inc ...
317773167034781696,Fri Mar 29 23:00:01 +0000 2013,"@MaurizioNarcisi @mi_lisco i grillini, come tutti gli altri devono andare tra le gente, ma non solo prima delle elezioni, sempre..."
317758038092161024,Fri Mar 29 21:59:54 +0000 2013,#Jannacci e il vento suona la sua armonica che voglia di piangere ho... ciao Enzo
317700266524807169,Fri Mar 29 18:10:20 +0000 2013,@stmazzolini ma scherzavo!!!  All'Autogrillo (brioches ottime) ci stanno i grillini...
317695257447890944,Fri Mar 29 17:50:26 +0000 2013,"@DelleBandeNere @FVGlive tutti presenti, muli e conducenti!"
317691587440295936,Fri Mar 29 17:35:51 +0000 2013,RT @DelleBandeNere: Teniamolo a mente: #montasiostage live @ Altopiano del Montasio with @FVGlive 14 MAGGIO 2013 TUTTI PRESENTI!
317688986367832066,Fri Mar 29 17:25:31 +0000 2013,@ilgiornale @vfeltri ma guarda un pò l'Adriano nazionale...
317683274925371393,Fri Mar 29 17:02:49 +0000 2013,RT @giroditalia: Ancora pochi giorni per inviare il vostro tweet per la #montasiostage! I 200 migliori saranno impressi sulla salita: ht ...
317655759150280704,Fri Mar 29 15:13:29 +0000 2013,@stmazzolini nella tana dei grillini?
317652757865705474,Fri Mar 29 15:01:33 +0000 2013,@AleChinellato umidificatore D.L.?
317632633888706560,Fri Mar 29 13:41:36 +0000 2013,"Stasera a Chiusaforte ore 21 croce del #venerdìsanto alle pendici del Monte Jama, dietro la chiesa di Raccolana... http://t.co/RzUcJL7uBb"
317380230996168704,Thu Mar 28 20:58:38 +0000 2013,RT @vfeltri: @alenjosef Bersani piuttosto che fare il governissimo dà fuoco al Palazzo. Sento già odore di bruciato.
317350433733619712,Thu Mar 28 19:00:14 +0000 2013,"@GioPalandri @DelleBandeNere Mi raccomando, occhio ai daini, se venite a visitare la Zucchi!"
317349410449272832,Thu Mar 28 18:56:10 +0000 2013,@DelleBandeNere Ma è il motto del btg Gemona!
317341386565361665,Thu Mar 28 18:24:17 +0000 2013,RT @SimoneBressan: @renzotondo attacca subito sulle province e sul csx che ne voleva un'altra (Tolmezzo). (voto 7) #fvgcrisi50
317332854495387650,Thu Mar 28 17:50:22 +0000 2013,"RT @MattiasPersogli: #montasiostage  Dove la salita diventa leggenda, la sofferenza conquista l'anima"
317332189543014402,Thu Mar 28 17:47:44 +0000 2013,RT @amordalomfurlan: Non esiste una #legge elettorale perfetta. Inutile alibizzarsi dietro questa bugia per mascherare un #fallimento totale
317329091055460352,Thu Mar 28 17:35:25 +0000 2013,"@liviocostantini @RosaeDamascena @serracchiani Tondo, pare..."
317327777114226689,Thu Mar 28 17:30:12 +0000 2013,"@LucaMarcuzzo Rispetto la tua decisione, ma un pò mi dispiace..."
317326862433021952,Thu Mar 28 17:26:34 +0000 2013,"RT @Bruschi_Segest: Se un auto è in bilico sul burrone, chi si mette a spingerla giù o chi nn tenta di fermarla è un criminale! (anche s ..."
317308804112977922,Thu Mar 28 16:14:48 +0000 2013,"@StefanoTrabalza @AleChinellato tutto deve cambiare perchè nulla cambi... non cinghiali, ma gattopardi..."
317306266227728385,Thu Mar 28 16:04:43 +0000 2013,"@AleChinellato @StefanoTrabalza Crocetta, due piccioni con una fava."
317305964053278720,Thu Mar 28 16:03:31 +0000 2013,"@mi_lisco @MaurizioNarcisi superficiale e semplicistico, a mio modesto parere. ne parleremo dopo le regionali, almeno spero..."
317305568169697281,Thu Mar 28 16:01:57 +0000 2013,"@mi_lisco @MaurizioNarcisi scusa, ma così potrebbe rispondere siore Luzie, Bepo o Nene, ma ti capisco."
317302414975852545,Thu Mar 28 15:49:25 +0000 2013,"RT @AG2RLAMONDIALEc: Encouragez l’équipe en vue du @giroditalia, le meilleur tweet (IT/EN) sera peint sur les pentes du #montasiostage ! ..."
317302047303151616,Thu Mar 28 15:47:57 +0000 2013,@enrico__pizza @Lerussi langsam fahren...
317301893862920192,Thu Mar 28 15:47:21 +0000 2013,RT @ViolinoClaudio: Prosciutto di S. Daniele bandiera e locomotiva del #agroalimentare fvg come vino #friulano e #montasio
317301688585297920,Thu Mar 28 15:46:32 +0000 2013,RT @amordalomfurlan: Singolare questo iter verso il non governo che corre parallelo alla #viacrucis
317300733978488833,Thu Mar 28 15:42:44 +0000 2013,@nervovago @BlasoF @vitokappa @fdimajo non c'è limite al peggio...
317172953810866178,Thu Mar 28 07:14:59 +0000 2013,"Il muuh, muuh è lo jogurt di mia figlia, ottimo!"
317160681738760192,Thu Mar 28 06:26:13 +0000 2013,"@UnBuey si, ma adesso non esageriamo..."
317006599610834944,Wed Mar 27 20:13:57 +0000 2013,"@MaurizioNarcisi film già visto e poi inevitabilmente si paga, anche se non dobbiamo mai smettere di emozionarci, mai."
317006218013065216,Wed Mar 27 20:12:26 +0000 2013,"@MaurizioNarcisi @francescobaccin e io sto con gli ippopotami, buonanotte!"
317004876313944064,Wed Mar 27 20:07:06 +0000 2013,"@MaurizioNarcisi non lo metto in dubbio, ma esiste anche la creanza, senza contare che anche i Maestri possono errare..."
317001336682053632,Wed Mar 27 19:53:02 +0000 2013,@RosaeDamascena @UnBuey Ha solo detto buona sera...
317000359174348800,Wed Mar 27 19:49:09 +0000 2013,"@alescesare @giacomos @messveneto vecchio e basta, sassolini, sassolini..."
316999352998588417,Wed Mar 27 19:45:09 +0000 2013,"@alescesare @giacomos @messveneto con tutto il rispetto per tal personaggio, non servono gli stucchi, ma uno spazzolone vecchia maniera."
316997916105519105,Wed Mar 27 19:39:27 +0000 2013,@MaurizioNarcisi i maestri non dicono le parolacce...
316996784591343616,Wed Mar 27 19:34:57 +0000 2013,@MaurizioNarcisi @mi_lisco non suggerire al candidato...
316995429910863873,Wed Mar 27 19:29:34 +0000 2013,"@Consiglialibri ""Solo nei sogni gli uomini sono veramente liberi, è da sempre così e così sarà per sempre"".  Da: L'Attimo fuggente"
316992727189450752,Wed Mar 27 19:18:50 +0000 2013,@mi_lisco #elezioni in #fvg Quali sono i tre problemi più grossi dell'Alto Friuli?
316992396955107329,Wed Mar 27 19:17:31 +0000 2013,@StefanoTrabalza #elezioni in #fvg naturalmente col tuo schieramento...
316992173293846528,Wed Mar 27 19:16:38 +0000 2013,@StefanoTrabalza #elezioni in #fvg le prime tre cose che faresti in caso di vittoria...
316990457462796288,Wed Mar 27 19:09:49 +0000 2013,"@simeoli1972 i volontari, la parte migliore di questa nostra Italia."
316990034718904320,Wed Mar 27 19:08:08 +0000 2013,"@alescesare @giacomos @messveneto forse doveva arrivare un pò prima, o forse è arrivato troppo presto..."
316989643683938304,Wed Mar 27 19:06:35 +0000 2013,RT @alescesare: Sul Montasio attesi trentamila tifosi. http://t.co/q1hSK4nTpC
316989528797745153,Wed Mar 27 19:06:07 +0000 2013,RT @simeoli1972: Giro Montasio pienone al teatro di Pontebba x la presentazione delle tappe friulane http://t.co/McZJK8OFC1
