tid,time,tweet
317644035667947522,Fri Mar 29 14:26:54 +0000 2013,Il cibo è meglio di molte persone.
317639844199292928,Fri Mar 29 14:10:14 +0000 2013,@MariannaSoc stai arrivando ? &lt;3
317639709260140544,Fri Mar 29 14:09:42 +0000 2013,RT @GianlucaWho: La gravidanza di Belén che sta durando più di quella di un elefante.
317629047096107008,Fri Mar 29 13:27:20 +0000 2013,"RT @Satira_scadente: Ma perché alla parola ""insalata"" viene sempre associato l'aggettivo ""bella""? Non c'è niente di bello nel mangiare q ..."
317628973343457280,Fri Mar 29 13:27:03 +0000 2013,RT @marimbarzi: Sta cosa che nessuno mi manda bonifico per il fatto stesso che respiro mi lascia allibita.
317623565065285632,Fri Mar 29 13:05:33 +0000 2013,2001 ?STO INVECCHIANDO  http://t.co/SOEz8CqBlw
317623020858519555,Fri Mar 29 13:03:23 +0000 2013,Tenersi dentro tutto questo è stato difficile.
317622953770614785,Fri Mar 29 13:03:07 +0000 2013,36 ore senza sfogare il mio cervello biondo. Sono in sovraccarico.
317622892688990209,Fri Mar 29 13:02:53 +0000 2013,Quando sono senza internet divento cattivo.Ma anche quando ho fame e quando vedo gente vestita male.
317622802188472320,Fri Mar 29 13:02:31 +0000 2013,"Le voglio anche nei sottoscala, nelle cantine e nei rifugi antiatomici dimenticati persino da Dio."
317622690104082432,Fri Mar 29 13:02:05 +0000 2013,Dopo queste 36 ore forzate senza internet ho un sogno: reti wifi gratis OVUNQUE.
317158350120960003,Thu Mar 28 06:16:57 +0000 2013,Sono senza internet sul telefono e senza computer fino a Venerdì.La crisi isterica è vicina.
317158336376213504,Thu Mar 28 06:16:54 +0000 2013,@_TVonT condivido.
316968164619612160,Wed Mar 27 17:41:14 +0000 2013,RT @brytneybeach: Cioè io penso sinceramente che prima delle tette un uomo dovrebbe notare i capelli. Sono più importanti.
316967354351357952,Wed Mar 27 17:38:00 +0000 2013,RT @Antonicont: La persona più difficile da lasciare andare è quella che credevi di essere.
316967258503131136,Wed Mar 27 17:37:38 +0000 2013,Avevo PROPRIO bisogno di quelle scarpe verde militare.
316967135995904000,Wed Mar 27 17:37:08 +0000 2013,Dopo aver partorito questa massima tornando a casa mi sono fermato da Zara. I commessi avevano pronta la camicia di forza.
316966939832504320,Wed Mar 27 17:36:22 +0000 2013,Mentre facevo l'autopsia a 10 poveri ratti immolati per la scienza ancora mi domandavo perché le nostre interiora non profumano di violetta
316820422031196161,Wed Mar 27 07:54:09 +0000 2013,Che esista Parigi e che qualcuno scelga di vivere in un qualsiasi altro posto nel mondo rimarrà sempre un mistero per me.
316818206142656512,Wed Mar 27 07:45:21 +0000 2013,RT @Sarinski_: Se quando muoio mi venite a scrivere RIP sotto le foto giuro su Dio che vi infesto la casa come in Paranormal Activity.
316817059310870528,Wed Mar 27 07:40:47 +0000 2013,Dovrebbero rendere illegali tutte le ore prima delle 7.30
316571614877728768,Tue Mar 26 15:25:29 +0000 2013,@Zummone non lo so. Sono corso via quando ho visto arrivare i commessi con la camicia di forza.
316567709670309890,Tue Mar 26 15:09:58 +0000 2013,Se nessuno mi vede ingurgitarle quelle calorie non contano. Funziona così giusto ?
316565146795393024,Tue Mar 26 14:59:47 +0000 2013,@mattrw_ neanche io.
316565030286028801,Tue Mar 26 14:59:19 +0000 2013,"@Zummone qualcosa del genere. La commessa alla cassa mi ha detto: ""di nuovo qui ?"""
316556447066488832,Tue Mar 26 14:25:12 +0000 2013,Io ho una brutta malattia e si chiama shopping compulsivo.
316556237099651072,Tue Mar 26 14:24:22 +0000 2013,Oggi sono uscito a fare sta commissione per conto di un'amica da Zara.Indovinate un po' com'è andata a finire ?
316473274269835265,Tue Mar 26 08:54:43 +0000 2013,"RT @mr_delovely: Oh cazzo, un orlo e' sempre più risvoltato dell'altro"
316473133861310465,Tue Mar 26 08:54:09 +0000 2013,@Dodich_ ci proverò (ad essere anche veterinario).
316459845450608640,Tue Mar 26 08:01:21 +0000 2013,"Dovevo fare il personal shopper, altro che il veterinario."
316459839108812800,Tue Mar 26 08:01:19 +0000 2013,"Due ""sanno"" in 140 caratteri. Bravo Pietro."
316459607373512704,Tue Mar 26 08:00:24 +0000 2013,I miei amici sanno che sono un caso così irrecuperabile che mi mandano a fare shopping per conto loro perché sanno che mi diverto lo stesso.
316438455817220096,Tue Mar 26 06:36:21 +0000 2013,Non so se alzarmi dal letto.Non vorrei rischiare di fare 7 passi e morire.
316436535325114368,Tue Mar 26 06:28:43 +0000 2013,@MarchinoSanchez tornano proprio tutti. Dal primo all'ultimo.
