tid,time,tweet
317263415229964288,Thu Mar 28 13:14:27 +0000 2013,RT @Pinucciotwit: patare riso e cozze con la zucchina #nonSiPuòFare
317242114092171264,Thu Mar 28 11:49:48 +0000 2013,"@MaxGazzeMusic ne uno ne l'altro, era ironico visto che in questo paese si può dir male di tutto e tutti tranne che sulla classe politica"
317239092935004160,Thu Mar 28 11:37:48 +0000 2013,@MaxGazzeMusic attento o farai la fine del tuo collega #Battiato
316955374999703553,Wed Mar 27 16:50:24 +0000 2013,RT @MariniCartoons: @skysport24 DERBY D'ITALIA http://t.co/LoZLBPTpu4
316873469927231489,Wed Mar 27 11:24:57 +0000 2013,RT @pestoverde: 2012: Twitter compra Summify. 2013: Yahoo compra Summly. Creo subito Summ-qualcosa e l'anno prossimo divento milionario
316202364321288192,Mon Mar 25 14:58:13 +0000 2013,RT @Nonciclopedia: Politica - Grande manifestazione del PdL a Roma. Berlusconi ha iniziato a restituire l'IMU 10 euro alla volta.
316196495521091584,Mon Mar 25 14:34:53 +0000 2013,@juventusfc ma qual'è il profilo ufficiale di Claudio Marchisio? @ClaMarchisio8 o @Marchisio86
316179436598870017,Mon Mar 25 13:27:06 +0000 2013,@NonSapeviChe e l'#occhioMarrone?
315481865010180097,Sat Mar 23 15:15:12 +0000 2013,"RT @laperniconi: Flash mob a #piazzadelpopolo calato lo striscione: tutti con Silvio ma fuori dal pianeta. Reazione: ""pagati dalla sinis ..."
315394644278136832,Sat Mar 23 09:28:37 +0000 2013,@jokerluka il mio è stato un grido della vicina al marito:O E NAMA'JALZEJ! al quale è seguito un mio schiaffo alla parete e poi il #silenzio
315111733771517952,Fri Mar 22 14:44:26 +0000 2013,"@TweetGino @chiellini secondo me, non vede l'ora di giocarla perchè alla #Juve #Vincere #Non #E' #Importante #E' #Lunica #Cosa #Che #Conta"
