tid,time,tweet
316695036567900162,Tue Mar 26 23:35:55 +0000 2013,"RT @_Mahogany: Fatemi spendere due paroline sulla bravura di Logan Lerman in ""Noi siamo infinito"". No cioè, spettacolare! *.*"
316694984759861248,Tue Mar 26 23:35:42 +0000 2013,@_Mahogany ma quanto è bello?? e quanto sono bravi?!? *____*
316694906083106816,Tue Mar 26 23:35:24 +0000 2013,RT @_Mahogany: Finito di guardare Silver Linings Playbook. LA MERAVIGLIA DI BRADLEY COOPER E JENNIFER LAWRENCE! *_________*
316694896591396864,Tue Mar 26 23:35:21 +0000 2013,"RT @_Mahogany: Jennifer Lawrence, quanto sei brava. &lt;3"
316694449755414528,Tue Mar 26 23:33:35 +0000 2013,"bella giornata alla fine... ho gli amici migliori del mondo!!*.* ex compagni di scuola,università,infanzia e twitter! LOOOVE &lt;3"
316694072611987457,Tue Mar 26 23:32:05 +0000 2013,@Giulia__93 graziee:D
316694002827157504,Tue Mar 26 23:31:48 +0000 2013,RT @Giulia__93: @vera92 tanti auguri cara! :)
316693957360906242,Tue Mar 26 23:31:37 +0000 2013,RT @AngiehChan: #personaggiinventatichedovrebberoesistere Meeko! (il procione di Pocahontas. perché sì.)
316639149849473024,Tue Mar 26 19:53:50 +0000 2013,@JustStephany_ grazieee :DD
316639126592040960,Tue Mar 26 19:53:45 +0000 2013,RT @JustStephany_: @vera92 oggi è il tuo compleanno? Auguri :)
316636449715920896,Tue Mar 26 19:43:07 +0000 2013,RT @RebeTBone: @vera92 augurissimi :*
316634769800699904,Tue Mar 26 19:36:26 +0000 2013,@dilettaaaaaaaa ooooh grazie mia compagna di idiozia :DD &lt;3 &lt;3
316634690067001345,Tue Mar 26 19:36:07 +0000 2013,RT @dilettaaaaaaaa: facciamo tutti gli auguri a @vera92 ..... auguri disagiata!!!!!  ♥
316630506051629056,Tue Mar 26 19:19:30 +0000 2013,"ho mangiato di tutto e di più senza ritegno...e adesso sto malissimo,sto rotolando in giro per casa! SCOPPIOOOO"
316629608827064320,Tue Mar 26 19:15:56 +0000 2013,@_BeMyself lo èèè! :D un po' pesante forse XD
316629513159184387,Tue Mar 26 19:15:33 +0000 2013,@_alex91_ te ne do una gigante virtualmente :D
316620024683048960,Tue Mar 26 18:37:51 +0000 2013,la mia annuale torta al cioccolato bianco TROPPO BUONA *.* &lt;3 http://t.co/8Bj71m1Jty
316598119141871616,Tue Mar 26 17:10:48 +0000 2013,RT @nonlhocapeeta: I CAN'T! #EmmaWatson #LoganLerman #JenniferLawrence #BradleyCooper http://t.co/YedLAtayUX
316597251407503361,Tue Mar 26 17:07:21 +0000 2013,RT @nonlhocapeeta: I can't choose! #EmmaWatson #JenniferLawrence http://t.co/ktPoaxrRGk
316595984647991296,Tue Mar 26 17:02:19 +0000 2013,RT @samclaflin: Gotta love the matching outfits. @danclaflin @BenClaflin @joeclaflin @sueclaflin @markclaflin http://t.co/npzKuoMcqz
316593916101160961,Tue Mar 26 16:54:06 +0000 2013,mia sorella mi ha regalato un nuovo smalto tipo di velluto! ..ma non fa l'effetto che speravo .-.
316592125263351808,Tue Mar 26 16:46:59 +0000 2013,The Carrie Diaries Serie TV Streaming | http://t.co/PruQSr6vFN | Film In Streaming Gratis: http://t.co/XEF3CJ6Jtz
316590390029459456,Tue Mar 26 16:40:05 +0000 2013,Draco Dormiens Nunquam Titillandus #Hogwarts
316588349643190272,Tue Mar 26 16:31:59 +0000 2013,@MartieCriss graziee!! :D
316588313081442304,Tue Mar 26 16:31:50 +0000 2013,"RT @MartieCriss: @vera92 Oh, ma tantissimi auguri *-*"
316587533440008192,Tue Mar 26 16:28:44 +0000 2013,@OlimpicoTiAmo grazieee :D
316587511205994497,Tue Mar 26 16:28:39 +0000 2013,RT @OlimpicoTiAmo: Auguriii @vera92
316587490595176450,Tue Mar 26 16:28:34 +0000 2013,@sah92_always ma quanto sei adorabile ?! *_________* grazie mille sariiii ti voglio beneee &lt;3 &lt;3 &lt;3 &lt;3
316587245278732288,Tue Mar 26 16:27:35 +0000 2013,RT @sah92_always: @vera92 TANTI MA TANTI AUGURI! TI VOGLIO BENE! &lt;3 &lt;3 &lt;3
316587234142846976,Tue Mar 26 16:27:33 +0000 2013,RT @sah92_always: @vera92 tesoroooo oggi è il tuo compleanno e finalmente riesco a farti gli auguri! Passa un giorno magnifico come magn ...
316551968824889346,Tue Mar 26 14:07:25 +0000 2013,@mavih_ grazieee :DD
316551944967688192,Tue Mar 26 14:07:19 +0000 2013,RT @mavih_: @vera92 ehi AUGURI! :D
316551291667099649,Tue Mar 26 14:04:43 +0000 2013,#HappyBirthdayKeiraKnightley !!! :D
316551040495411200,Tue Mar 26 14:03:43 +0000 2013,oggi è anche il compleanno di quella favolosa donna di #KeiraKnightley!! HAPPY BIRTHDAY!così fiera di essere nata nel suo stesso giorno *.*
316550689025302528,Tue Mar 26 14:02:20 +0000 2013,@melliemon ma graziee :DD
316550659677773825,Tue Mar 26 14:02:13 +0000 2013,"RT @melliemon: @vera92 awwh, mi accodo agli altri.. auguri donna! *O*"
316549386140258304,Tue Mar 26 13:57:09 +0000 2013,@NirkiopGabriele ahhahaah fa scassare dal ridere come tutti i vostri video! :D grandiiii
316549136994418688,Tue Mar 26 13:56:10 +0000 2013,RT @seisdedosdepies: Grandi Em Watson e Keira che si rifiutano di recitare in Cinquanta Sfumature di Grigio!
316549075661107200,Tue Mar 26 13:55:55 +0000 2013,RT @MatiCrash: Le donne dovevano nascere senza peli oppure gli uomini li avrebbero dovuti apprezzare. Fine della storia.
316548831481315329,Tue Mar 26 13:54:57 +0000 2013,@Ilaryasavarese grazieee :DD &lt;3
316548796236582912,Tue Mar 26 13:54:48 +0000 2013,RT @Ilaryasavarese: @vera92 tantissimi Auguriiiiiiiii :D &lt;3
316548678863187968,Tue Mar 26 13:54:20 +0000 2013,@CBuscarini @AniStreep5 aaaaaaaaaaah non insultare friends!!cmq si immagino! dipende dalle persone! ;)
316547687975620609,Tue Mar 26 13:50:24 +0000 2013,@AniStreep5 ahahahaah oggi mi riguardo quell'episodio! XD grazie ancora vale:D &lt;3
316547582681833473,Tue Mar 26 13:49:59 +0000 2013,RT @AniStreep5: @vera92 un po traumatico per tutti e sei la soglia dei 30anni in poi...Joey poi ahah...tu ripensaci più avanti ahah..anc ...
316547538318680064,Tue Mar 26 13:49:48 +0000 2013,@seisdedosdepies yess :D
316547384542912513,Tue Mar 26 13:49:12 +0000 2013,@robbannasophia considero l'uscita dell'ultimo episodio di #TheCarrieDiaries  come un regalo di compleanno! thanks :D
316547122679906304,Tue Mar 26 13:48:09 +0000 2013,RT @robbannasophia: Hello West Coast! The new episode of #TheCarrieDiaries is coming up soon on @CW_network!
316546281529028608,Tue Mar 26 13:44:49 +0000 2013,"RT @AniStreep5: @vera92 Buon compleanno nonnina! È meglio essere in cima alla collina,che sepolta sotto di essa xDCon affetto Monica e C ..."
316546272179933186,Tue Mar 26 13:44:47 +0000 2013,@AniStreep5 ahahahahhahahahahahaha stupendo!!!e le regalano il monopattinoXD  li adoro &lt;3
316545257787506690,Tue Mar 26 13:40:45 +0000 2013,ok questa cosa sta degenerando!! non ci staranno mai 20 persone in casa miaaa!! D: #panico
316544592013041664,Tue Mar 26 13:38:06 +0000 2013,"RT @truetifanic: Aprire il frigo, vedere il cioccolato, richiudere il frigo. Questa è la forza di volontà."
316544390082469889,Tue Mar 26 13:37:18 +0000 2013,@ruestradahg grazieee :D
316544341038473216,Tue Mar 26 13:37:06 +0000 2013,RT @ruestradahg: @vera92 aaaauguri. c:
316543195188191234,Tue Mar 26 13:32:33 +0000 2013,@Underthesea94 graziee :D
316543169573556224,Tue Mar 26 13:32:27 +0000 2013,RT @Underthesea94: @vera92 Auguri di Buon Compleanno ;D
316543153949782016,Tue Mar 26 13:32:23 +0000 2013,@proxyebbasta grazie!:)
316543127731175424,Tue Mar 26 13:32:17 +0000 2013,RT @proxyebbasta: @vera92 augurii :)
316542648053809152,Tue Mar 26 13:30:23 +0000 2013,@_Vavina ooh grazie valee :D &lt;3
316542581582483456,Tue Mar 26 13:30:07 +0000 2013,RT @_Vavina: @vera92 ma è il tuo compleanno? Auguri!!!!!!! Sksjwbnakawjs love you!
316542551584800769,Tue Mar 26 13:30:00 +0000 2013,@_damnedangel graziee :D
316542504642174976,Tue Mar 26 13:29:48 +0000 2013,RT @_damnedangel: @vera92 tantissimi auguriii
316542485973307392,Tue Mar 26 13:29:44 +0000 2013,@king_aury bene :DD
316542376673935360,Tue Mar 26 13:29:18 +0000 2013,@M_a_r_y_98 graziee:DD
316542353353613312,Tue Mar 26 13:29:12 +0000 2013,RT @M_a_r_y_98: @vera92 Auguriiii :DD
316542332826685442,Tue Mar 26 13:29:07 +0000 2013,@milantilltheend grazieee :DD
316542312559824896,Tue Mar 26 13:29:03 +0000 2013,RT @milantilltheend: @vera92 tanti auguri :3
316540270768431104,Tue Mar 26 13:20:56 +0000 2013,@SvevaStorm graziee:D
316540239042723840,Tue Mar 26 13:20:48 +0000 2013,RT @SvevaStorm: Happy Birthday!Auguriiii!!!! @vera92
316540216259256321,Tue Mar 26 13:20:43 +0000 2013,@king_aury davvero??menomaleee io non me l'ero comprato perchè non mi ispirava!;)
316540067084636160,Tue Mar 26 13:20:07 +0000 2013,RT @_WeAreInfinite_: @vera92 Auguriiii :D
316540047316877312,Tue Mar 26 13:20:02 +0000 2013,@Alice_sheerio grazie aliii :DD
316540013879885824,Tue Mar 26 13:19:54 +0000 2013,RT @Alice_sheerio: @vera92 Tanti Auguriiii!!! :D ❤
316539582546059265,Tue Mar 26 13:18:12 +0000 2013,un mio amico mi ha regalato il nuovo libro della Collins! *.* e mi hanno regalato a sorpresa anche #noisiamoinfinito #ragazzodaparete *.*
316538715289812992,Tue Mar 26 13:14:45 +0000 2013,@TheOneWithNiky graziee :D
316538671719399424,Tue Mar 26 13:14:34 +0000 2013,RT @TheOneWithNiky: @vera92 tantissimi auguri!! :D
316538197352005632,Tue Mar 26 13:12:41 +0000 2013,"lo ammetto,vorrei che tutti i giorni fosse il mio compleanno*.* tutti carini e affettuosi e mia madre che cucina tutto quello che voglio! &lt;3"
316537928975257600,Tue Mar 26 13:11:37 +0000 2013,RT @CBuscarini: @vera92 auguriiiiiiiiii spero ti piacciano! http://t.co/HkaAvulJKI
316537914806919170,Tue Mar 26 13:11:34 +0000 2013,@CBuscarini ooh ma grazieee :DD
316537869940424704,Tue Mar 26 13:11:23 +0000 2013,RT @MostWanted_Ella: @vera92 tanti auguuuri! :))
316537852659920896,Tue Mar 26 13:11:19 +0000 2013,@MostWanted_Ella grazie:D
316537671298187266,Tue Mar 26 13:10:36 +0000 2013,@TristramS_ ma grazie!!:D
