tid,time,tweet
317693144391114754,Fri Mar 29 17:42:02 +0000 2013,@cCianferotti che buffoni. #poverinoi
317628398291787776,Fri Mar 29 13:24:46 +0000 2013,RT @tunue: Paco Roca vince il Romics D’Oro http://t.co/rxFETQEgcW
317585840190660608,Fri Mar 29 10:35:39 +0000 2013,Ho firmato #riparteilfuturo per chiedere al Parlamento di impegnarsi contro la corruzione http://t.co/tA8n8orb2o
317323018651201537,Thu Mar 28 17:11:17 +0000 2013,@MaddalenaNardi Sabato li riporto alla base :(
317322329594159104,Thu Mar 28 17:08:33 +0000 2013,"@MaddalenaNardi ho iniziato a leggere #Cesare, ma quegli occhioni e gli sfondi assurdi tolgono ogni poesia alla storia! almeno c'ho provato!"
317321533397815296,Thu Mar 28 17:05:23 +0000 2013,I #manga non fanno per me. #fail
316913004451069953,Wed Mar 27 14:02:02 +0000 2013,@cCianferotti -.-
316908963042041856,Wed Mar 27 13:45:59 +0000 2013,@cCianferotti Nel dubbio ad un certo punto mi sono tappata le orecchie! Troppo bello Homer con la trombetta da stadio che urlava NO SPOILER!
316907689659756544,Wed Mar 27 13:40:55 +0000 2013,@cCianferotti http://t.co/ap1mon7t9W
316906508908625920,Wed Mar 27 13:36:14 +0000 2013,Ma la puntata dei Simpson su Lost?! O_O
316905512786620417,Wed Mar 27 13:32:16 +0000 2013,"RT @a_smeriglia: – Cosa posso portarle?– Niente.– Come ""niente""?– Valuterò piatto per piatto, ma non ordino niente."
316876113785806848,Wed Mar 27 11:35:27 +0000 2013,@benevardoni te ne avanza mica un pochettino? :)
316595625917550592,Tue Mar 26 17:00:53 +0000 2013,"@manganelli90 @CardRavasi ieri sera ci ha lasciato una preziosa eredità, parlando in modo semplice e diretto senza mai cadere nella banalità"
316591392870764544,Tue Mar 26 16:44:04 +0000 2013,@CardRavasi THE BEST! :)
316591340689453056,Tue Mar 26 16:43:52 +0000 2013,RT @CardRavasi: Just because I'm losing Doesn't mean I'm lost(Viva la Vida or Death and All His Friends - Coldplay)
316476710440816640,Tue Mar 26 09:08:22 +0000 2013,"RT @2019SI: Siamo nani sulle spalle di giganti, il nostro passato ci permette di guardare oltre, di crescere #S.E.MRavasi #Siena2019 #ca ..."
316476630824546304,Tue Mar 26 09:08:03 +0000 2013,RT @2019SI: La politica non può fare un passo avanti  senza aver dato precedenza alla morale @CardRavasi #Siena2019 #capodannosenese
316476450901475328,Tue Mar 26 09:07:20 +0000 2013,RT @2019SI: Non vi date pensiero di dove va il mondo ma di dove andate voi per non calpestare la vostra coscienza @CardRavasi #Capodanno ...
316476350540165120,Tue Mar 26 09:06:56 +0000 2013,"RT @2019SI: Quattro sono stati i punti cardine della lectio magistralis di @CardRavasi: dialogo,ricordo,verità e moralità #Siena2019 #ca ..."
316147994003124224,Mon Mar 25 11:22:10 +0000 2013,Un Nuovo Tratto Di Via Francigena A Monteriggioni – Via Francigena http://t.co/6UzVOSrzsV @ccianferotti
315500162300669952,Sat Mar 23 16:27:55 +0000 2013,@lddio qui di cervello mi pare che ce ne sia poco...
315499857529937921,Sat Mar 23 16:26:42 +0000 2013,RT @VirtusSiena: Alle 21 al PalaCorsoni l'attesissimo #derby #DNB @VirtusSiena - Costone
314328560754114560,Wed Mar 20 10:52:23 +0000 2013,"RT @cCianferotti: @tubinho87 @CaterinaCovati @CardRavasi Yeah, si va tutti"
314317243397836800,Wed Mar 20 10:07:25 +0000 2013,@cCianferotti  terrà la Lectio Magistralis @CardRavasi nella Sala del Mappamondo! :)
314310378513383424,Wed Mar 20 09:40:08 +0000 2013,"RT @2019SI: Lunedì 25 marzo, giorno dell’Annunciazione, la città di Siena celebrerà il Capodanno Senese ""Ab Incarnatione Domini"". #Siena2019"
314117087490605056,Tue Mar 19 20:52:04 +0000 2013,"Con esperienza, esperienza richiesta, necessaria esperienza nel settore. Ma come faccio a farmi l'esperienza se nessuno mi fa iniziare?"
313618069576617985,Mon Mar 18 11:49:09 +0000 2013,"RT @CardRavasi: Cominciate col fare ciò che è necessario, poi ciò che è possibile. E all'improvviso vi sorprenderete a fare l'impossibil ..."
313598463206105089,Mon Mar 18 10:31:14 +0000 2013,Dopo ieri sera credo che non andrò mai a fare una vacanza nella ridente cittadina di Secinaro #mdt
313590064162668545,Mon Mar 18 09:57:52 +0000 2013,Non è molto piacevole sentirsi sballottare nel letto alle 3 di notte. Fortuna che nonna non ha sentito nulla! #terremoto
312928586388602880,Sat Mar 16 14:09:23 +0000 2013,@cCianferotti abbiamo fatto 8 km tondi tondi!
312502003257450496,Fri Mar 15 09:54:18 +0000 2013,#vanillasky Angoscia
312193958031785984,Thu Mar 14 13:30:14 +0000 2013,@cCianferotti alla Verna nevica!
311547962276847616,Tue Mar 12 18:43:17 +0000 2013,in #conclave fumata nera mentre a casa mia ha preso fuoco la canna fumaria!
310463584289308673,Sat Mar 09 18:54:21 +0000 2013,Ho appena adottato un cardinale! Fallo su http://t.co/Kn8Ppzm7DO http://t.co/Kn8Ppzm7DO #AdoptACardinal
309718131352412160,Thu Mar 07 17:32:11 +0000 2013,RAT-MAN a casa vostra! http://t.co/gM22zYO9jv @maddalenanardi
309304625020944384,Wed Mar 06 14:09:03 +0000 2013,"Prenderei volentieri chi ha cambiato i doppiatori di Bart, Marge e il nonno per ciondolarli dalla finestra #nonsiascoltano"
308215466734796800,Sun Mar 03 14:01:08 +0000 2013,RT @VirtusSiena: Maginot - Asciano 68-58 #serieD #risultatofinale #braviragazzi!
307816195145474049,Sat Mar 02 11:34:34 +0000 2013,@MaddalenaNardi ok! sicuramente io a casa nn ritorno perciò qlcs si inventa anche x cena... tieniti pronta verso le 8 e 15!poi ti chiamo! :)
307814727516577793,Sat Mar 02 11:28:44 +0000 2013,@MaddalenaNardi mimma io quei due nn ce li ho... :( ma li avevi visti?
307813960785207297,Sat Mar 02 11:25:41 +0000 2013,@MaddalenaNardi controllo e stasera te li porto! :)
307813655028826112,Sat Mar 02 11:24:28 +0000 2013,♫ Over The Hills And Far Away – Gary Moore http://t.co/XWIgcr1uDo #Spotify
307070872534016000,Thu Feb 28 10:12:55 +0000 2013,"RT @SienaAC: Vi ricordiamo che mercoledì 6 marzo alle ore 13, in via Lucchini 12, a Siena, ci sarà un incontro con don Luigi Ciotti, fon ..."
306835619324235776,Wed Feb 27 18:38:07 +0000 2013,RT @Fabiovoloo: i commenti ai video su youtube sono fantastici: il primo commenta il video il secondo critica il commento e dal terzo si ...
306803444658884611,Wed Feb 27 16:30:15 +0000 2013,"Trovo che l'interesse di Grillo sia solo far parlare di sè. Magari tra poco ritirerà quello che ha detto con un ""mi avete frainteso"". #ComeB"
306507088476127235,Tue Feb 26 20:52:39 +0000 2013,"RT @pif_iltestimone: Ecco perché, quando Dario Fo parla di politica, mi girano le palle. https://t.co/G8Z0AhXQix"
